matchId,squadId,oppSquadId,playerId,period,attempt_from_zone1,attempt_from_zone2,attempts1,attempts2,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,deflections,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goal1,goal2,goalAssists,goalAttempts,goalMisses,goal_from_zone1,goal_from_zone2,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,penalties,pickups,points,possessionChanges,quartersPlayed,rebounds,tossUpWin,unforcedTurnovers
113910903,804,8117,80540,1,11.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,9.0,0.0,1.0,11.0,2.0,9.0,0.0,9.0,1.0,0.0,15.0,1.0,-13.5,0.0,0.0,1.0,0.0,9.0,5.0,1.0,1.0,0.0,4.0
113910903,804,8117,80540,2,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,1.0,8.0,1.0,7.0,0.0,7.0,0.0,0.0,15.0,0.0,23.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,2.0,0.0,0.0
113910903,804,8117,80540,3,10.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,10.0,0.0,2.0,12.0,2.0,10.0,0.0,10.0,0.0,0.0,15.0,1.0,11.5,0.0,0.0,2.0,1.0,10.0,2.0,1.0,0.0,0.0,1.0
113910903,804,8117,80540,4,8.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,7.0,1.0,2.0,9.0,1.0,7.0,1.0,8.0,1.0,0.0,15.0,0.0,2.5,0.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,0.0,1.0
113910903,804,8117,80577,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-7.5,1.0,0.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0
113910903,804,8117,80577,2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,1.5,4.0,0.0,7.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
113910903,804,8117,80577,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,21.5,1.0,0.0,5.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
113910903,804,8117,80577,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,0.0,21.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
113910903,804,8117,991901,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,13.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
113910903,804,8117,991901,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,5.0,7.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,-2.0,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0
