matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
98430101,80052,Caitlin,Thwaites,C.Thwaites,"Thwaites, C",811
98430101,993463,Gretel,Tippett,G.Tippett,"Tippett, G",811
98430101,80009,Natalie,Medhurst,N.Medhurst,"Medhurst, N",811
98430101,80299,Ash,Brazill,A.Brazill,"Brazill, A",811
98430101,991905,Gabi,Simpson,G.Simpson,"Simpson, G",811
98430101,80076,Clare,McMeniman,C.McMeniman,"McMeniman, C",811
98430101,80048,Sharni,Layton,S.Layton,"Layton, S",811
98430101,80113,Caitlin,Bassett,C.Bassett,"Bassett, C",811
98430101,80470,April,Brandley,A.Brandley,"Brandley, A",811
98430101,80574,Paige,Hadley,P.Hadley,"Hadley, P",811
98430101,994224,Liz,Watson,L.Watson,"Watson, L",811
98430101,80577,Jo,Weston,J.Weston,"Weston, J",811
98430101,80137,Rachel,Dunn,R.Dunn,"Dunn, R",812
98430101,999128,Helen,Housby,H.Housby,"Housby, H",812
98430101,80148,Sasha,Corbin,S.Corbin,"Corbin, S",812
98430101,80143,Sara,Bayman,S.Bayman,"Bayman, S",812
98430101,80146,Jade,Clarke,J.Clarke,"Clarke, J",812
98430101,80530,Eboni,Beckford-Chambers,E.Beckford-Chambers,"Beckford-Chambers, E",812
98430101,80127,Ama,Agbeze,A.Agbeze,"Agbeze, A",812
98430101,80813,Jodie,Gibson,J.Gibson,"Gibson, J",812
98430101,1001846,Natalie,Haythornthwaite,N.Haythornthwaite,"Haythornthwaite, N",812
98430101,1003754,Hannah,Joseph,H.Joseph,"Joseph, H",812
98430101,80536,Lindsay,Keable,L.Keable,"Keable, L",812
98430101,80569,Laura,Malcolm,L.Malcolm,"Malcolm, L",812
