matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,centrePassToGoalPerc,contactPenalties,deflectionWithGain,deflectionWithNoGain,disposals,feedWithAttempt,feeds,gain,gainToGoalPerc,generalPlayTurnovers,goalAssists,goalAttempts,goalMisses,goals,interceptPassThrown,intercepts,minutesPlayed,missedGoalTurnover,netPoints,obstructionPenalties,offsides,passes,penalties,pickups,possessionChanges,possessions,quartersPlayed,rebounds,tossUpWin
103930202,810,80009,1,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,11.0,7.0,8.0,0.0,0.0,2.0,6.0,2.0,0.0,2.0,0.0,0.0,15.0,0.0,10.0,0.0,0.0,8.0,0.0,0.0,2.0,7.0,1.0,0.0,0.0
103930202,810,80009,2,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,15.0,10.0,14.0,0.0,0.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,15.0,0.0,32.0,0.0,0.0,14.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0
103930202,810,80009,3,0.0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,11.0,7.0,9.0,0.0,0.0,1.0,7.0,2.0,0.0,2.0,0.0,0.0,15.0,0.0,13.5,0.0,0.0,9.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0
103930202,810,80009,4,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,17.0,14.0,15.0,1.0,0.0,0.0,12.0,2.0,1.0,1.0,0.0,1.0,15.0,1.0,39.5,0.0,0.0,15.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0
103930202,810,80343,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,22.0,1.0,0.0,0.0,4.0,1.0,0.0,5.0,1.0,1.0,0.0
103930202,810,80343,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,4.0,2.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0,1.0,0.0
103930202,810,80343,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,9.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
103930202,810,80343,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,21.5,1.0,0.0,0.0,5.0,2.0,0.0,6.0,1.0,0.0,0.0
103930202,810,80452,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103930202,810,80452,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
