matchId,playerId,firstname,surname,displayName,shortDisplayName,squadId
103930604,1010545,Shimona,Nelson,S.Nelson,"Nelson, S",801
103930604,1004465,Abigail,Latu-Meafou,A.Latu-Meafou,"Latu-Meafou, A",801
103930604,80301,Chelsea,Pitman,C.Pitman,"Pitman, C",801
103930604,993702,Kaitlyn,Bryce,K.Bryce,"Bryce, K",801
103930604,994232,Fiona,Fowler,F.Fowler,"Fowler, F",801
103930604,80057,Leana,de Bruin,L.de Bruin,"de Bruin, L",801
103930604,80440,Kate,Shimmin,K.Shimmin,"Shimmin, K",801
103930604,80558,Bongi,Msomi,B.Msomi,"Msomi, B",801
103930604,999806,Hannah,Petty,H.Petty,"Petty, H",801
103930604,1007298,Sasha,Glasgow,S.Glasgow,"Glasgow, S",801
103930604,1001944,Sam,Wallace,S.Wallace,"Wallace, S",806
103930604,999128,Helen,Housby,H.Housby,"Housby, H",806
103930604,80574,Paige,Hadley,P.Hadley,"Hadley, P",806
103930604,80439,Maddy,Proud,M.Proud,"Proud, M",806
103930604,991904,Abbey,McCulloch,A.McCulloch,"McCulloch, A",806
103930604,1003784,Maddy,Turner,M.Turner,"Turner, M",806
103930604,998404,Sarah,Klau,S.Klau,"Klau, S",806
103930604,1001702,Claire,O'Brien,C.O'Brien,"O'Brien, C",806
103930604,1001701,Kate,Eddy,K.Eddy,"Eddy, K",806
103930604,1001711,Sophie,Garbin,S.Garbin,"Garbin, S",806
