matchId,squadId,oppSquadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers
95630904,805,807,80054,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630904,805,807,80054,2,0,0,0,0,0,0,2,0,0,0,0,0,6,0,6,0,0,0,0,0,0,2,0,0,0,0,1
95630904,805,807,80054,3,0,0,0,0,0,0,0,0,0,1,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0
95630904,805,807,80054,4,0,0,0,0,0,0,1,0,0,0,0,0,5,0,5,0,0,0,0,0,0,1,0,0,0,0,1
95630904,805,807,80058,1,0,0,0,0,0,0,2,0,0,0,0,0,6,2,4,0,15,0,0,1,0,2,0,1,1,0,0
95630904,805,807,80058,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630904,805,807,80058,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630904,805,807,80058,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630904,805,807,80100,1,0,1,0,0,1,5,2,0,0,0,0,0,6,1,5,0,15,0,0,0,0,2,0,1,0,0,4
95630904,805,807,80100,2,0,1,0,0,0,6,3,0,0,2,0,1,6,1,5,0,15,0,0,0,0,3,0,1,0,0,2
95630904,805,807,80100,3,0,0,0,0,0,6,1,0,0,4,0,1,8,0,8,0,15,0,0,0,0,1,0,1,0,0,0
95630904,805,807,80100,4,0,1,0,0,0,6,1,0,0,2,0,1,10,0,10,0,15,0,0,0,0,1,1,1,0,0,1
95630904,805,807,80105,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,15,0,0,0,0,0,1,1,0,0,2
95630904,805,807,80105,2,0,0,0,0,0,0,1,0,1,6,0,3,0,0,0,0,15,0,0,0,0,1,1,1,0,0,0
95630904,805,807,80105,3,1,0,0,0,0,0,2,0,2,5,0,3,0,0,0,0,15,0,0,0,0,2,1,1,0,0,2
95630904,805,807,80105,4,1,0,0,0,0,3,4,0,1,0,0,0,0,0,0,0,15,0,0,0,0,4,0,1,0,0,1
95630904,805,807,80154,1,0,0,0,0,0,6,2,0,0,3,0,1,0,0,0,0,15,0,0,0,0,2,0,1,0,0,0
95630904,805,807,80154,2,3,0,0,0,0,2,3,0,0,7,1,4,0,0,0,1,15,0,0,0,0,3,0,1,0,0,4
95630904,805,807,80154,3,0,1,0,0,0,7,1,0,0,4,0,4,0,0,0,0,15,0,0,0,0,1,0,1,0,0,1
95630904,805,807,80154,4,1,0,0,0,0,4,2,0,0,7,0,3,0,0,0,0,15,0,0,0,1,2,0,1,0,0,2
95630904,805,807,80304,1,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,15,0,3,0,0,8,0,1,0,0,0
95630904,805,807,80304,2,1,0,0,0,0,2,4,2,1,0,2,0,0,0,0,0,15,0,0,0,0,4,0,1,2,0,1
95630904,805,807,80304,3,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,15,0,1,0,0,2,0,1,0,0,0
95630904,805,807,80304,4,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,9,0,0,0,0,4,0,1,0,0,0
95630904,805,807,80305,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,15,0,1,0,0,6,0,1,0,0,0
95630904,805,807,80305,2,0,0,0,0,0,0,5,1,1,0,2,0,0,0,0,1,15,0,0,0,0,5,0,1,1,0,0
