matchId,squadId,playerId,period,badHands,badPasses,blocked,blocks,breaks,centrePassReceives,contactPenalties,defensiveRebounds,deflections,feeds,gain,goalAssists,goalAttempts,goalMisses,goals,intercepts,minutesPlayed,missedGoalTurnover,obstructionPenalties,offensiveRebounds,offsides,penalties,pickups,quartersPlayed,rebounds,tossUpWin,turnovers
95630304,801,80001,1,0,0,0,0,0,3,1,0,0,5,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,0
95630304,801,80001,2,0,0,0,0,0,1,2,0,1,8,0,3,0,0,0,0,15,0,0,0,0,2,1,1,0,0,2
95630304,801,80001,3,1,1,0,0,0,0,0,0,0,4,1,2,0,0,0,1,15,0,1,0,2,1,0,1,0,0,3
95630304,801,80001,4,0,0,0,0,0,2,0,0,0,3,0,1,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0
95630304,801,80045,1,0,1,0,0,0,4,3,0,0,1,1,1,0,0,0,1,15,0,1,0,0,4,1,1,0,0,2
95630304,801,80045,2,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,1,1,0,0,1
95630304,801,80045,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,1,0,0,0
95630304,801,80045,4,0,0,0,0,0,0,0,0,1,4,0,2,0,0,0,0,15,0,1,0,0,1,0,1,0,0,0
95630304,801,80067,1,2,1,0,0,0,2,1,0,1,0,0,0,7,1,6,0,15,0,0,2,0,1,0,1,2,0,4
95630304,801,80067,2,0,0,0,0,0,1,1,0,0,1,0,1,6,0,6,0,15,0,0,0,0,1,0,1,0,0,0
95630304,801,80067,3,0,1,0,0,0,1,1,0,1,5,0,4,7,3,4,0,15,0,0,2,0,1,0,1,2,0,1
95630304,801,80067,4,0,0,0,0,0,5,0,0,0,4,0,2,3,2,1,0,15,0,0,0,0,0,0,1,0,0,0
95630304,801,80180,1,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,15,0,2,0,0,6,0,1,0,0,0
95630304,801,80180,2,0,0,0,0,0,2,5,0,1,0,0,0,0,0,0,0,10,0,1,0,0,6,0,1,0,0,0
95630304,801,80180,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95630304,801,80180,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,1,0,1,0,0,0
95630304,801,80295,1,0,0,0,0,0,0,1,0,0,2,0,1,10,4,6,0,15,0,0,2,0,1,0,1,2,0,1
95630304,801,80295,2,0,0,0,0,0,0,0,0,0,1,0,0,7,0,7,0,15,0,0,0,0,0,0,1,0,0,0
95630304,801,80295,3,0,1,0,0,0,0,0,0,0,1,0,1,9,1,8,0,15,0,0,1,0,0,0,1,1,0,1
95630304,801,80295,4,0,0,0,0,0,0,1,0,0,0,0,0,15,2,13,0,15,0,0,3,0,1,0,1,3,0,1
